airtable_id,Study_ID,Title,Authors,Year,Journal,Category,Model,Related_Entities,Evidence_Tier,Pyramid_Level,Peer_Reviewed,DOI,PMID,PMCID,fulltext_pmc_available,Abstract_PubMed,Key_Finding,embedding_text
recofyhNy3Liz1ptw,FIN2002,Mammalian cell size is controlled by mTOR and its downstream targets S6K1 and 4EBP1/eIF4E,Fingar DC; Blenis J et al.,2002,Genes & development,Mechanism,Mammalian cells,"mTOR, S6K1, 4E-BP1, eIF4E",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1101/gad.995802,12080086,PMC186342,True,"The coordinated action of cell cycle progression and cell growth (an increase in cell size and cell mass) is critical for sustained cellular proliferation, yet the biochemical signals that control cell growth are poorly defined, particularly in mammalian systems. We find that cell growth and cell cycle progression are separable processes in mammalian cells and that growth to appropriate cell size requires mTOR- and PI3K-dependent signals. Expression of a rapamycin-resistant mutant of mTOR rescues the reduced cell size phenotype induced by rapamycin in a kinase-dependent manner, showing the evolutionarily conserved role of mTOR in control of cell growth. Expression of S6K1 mutants that possess partial rapamycin-resistant activity or overexpression of eIF4E individually and additively partially rescues the rapamycin-induced decrease in cell size. In the absence of rapamycin, overexpression of S6K1 or eIF4E increases cell size, and, when coexpressed, they cooperate to increase cell size further. Expression of a phosphorylation site-defective mutant of 4EBP1 that constitutively binds the eIF4E-Cap complex to inhibit translation initiation reduces cell size and blocks eIF4E effects on cell size. These data show that mTOR signals downstream to at least two independent targets, S6K1 and 4EBP1/eIF4E, that function in translational control to regulate mammalian cell size.",mTOR controls mammalian cell size through its downstream translational targets S6K1 and 4E-BP1/eIF4E.,"Mammalian cell size is controlled by mTOR and its downstream targets S6K1 and 4EBP1/eIF4E
Key finding: mTOR controls mammalian cell size through its downstream translational targets S6K1 and 4E-BP1/eIF4E.
Abstract: The coordinated action of cell cycle progression and cell growth (an increase in cell size and cell mass) is critical for sustained cellular proliferation, yet the biochemical signals that control cell growth are poorly defined, particularly in mammalian systems. We find that cell growth and cell cycle progression are separable processes in mammalian cells and that growth to appropriate cell size requires mTOR- and PI3K-dependent signals. Expression of a rapamycin-resistant mutant of mTOR rescues the reduced cell size phenotype induced by rapamycin in a kinase-dependent manner, showing the evolutionarily conserved role of mTOR in control of cell growth. Expression of S6K1 mutants that possess partial rapamycin-resistant activity or overexpression of eIF4E individually and additively partially rescues the rapamycin-induced decrease in cell size. In the absence of rapamycin, overexpression of S6K1 or eIF4E increases cell size, and, when coexpressed, they cooperate to increase cell size further. Expression of a phosphorylation site-defective mutant of 4EBP1 that constitutively binds the eIF4E-Cap complex to inhibit translation initiation reduces cell size and blocks eIF4E effects on cell size. These data show that mTOR signals downstream to at least two independent targets, S6K1 and 4EBP1/eIF4E, that function in translational control to regulate mammalian cell size."
recpIP5eBm2ru4CGC,KIM2002,mTOR interacts with raptor to form a nutrient-sensitive complex that signals to the cell growth machinery,Kim DH; Sarbassov DD; Ali SM; King JE; Latek RR; Erdjument-Bromage H; Tempst P; Sabatini DM,2002,Cell,Mechanism,Human/rodent cell lines (biochemistry),mTORC1; Raptor; mTOR; S6K1,D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1016/s0092-8674(02)00808-5,,,False,"mTOR/RAFT1/FRAP is the target of the immunosuppressive drug rapamycin and the central component of a nutrient- and hormone-sensitive signaling pathway that regulates cell growth. We report that mTOR forms a stoichiometric complex with raptor, an evolutionarily conserved protein with at least two roles in the mTOR pathway. Raptor has a positive role in nutrient-stimulated signaling to the downstream effector S6K1, maintenance of cell size, and mTOR protein expression. The association of raptor with mTOR also negatively regulates the mTOR kinase activity. Conditions that repress the pathway, such as nutrient deprivation and mitochondrial uncoupling, stabilize the mTOR-raptor association and inhibit mTOR kinase activity. We propose that raptor is a missing component of the mTOR pathway that through its association with mTOR regulates cell size in response to nutrient levels.","Discovery of Raptor as the defining partner of mTOR in mTORC1. This is the paper that gives mTORC1 its identity: Raptor is the scaffold that lets mTOR find and phosphorylate its targets (S6K1), and the complex is stabilized under starvation. Companion paper to Hara 2002.","mTOR interacts with raptor to form a nutrient-sensitive complex that signals to the cell growth machinery
Key finding: Discovery of Raptor as the defining partner of mTOR in mTORC1. This is the paper that gives mTORC1 its identity: Raptor is the scaffold that lets mTOR find and phosphorylate its targets (S6K1), and the complex is stabilized under starvation. Companion paper to Hara 2002.
Abstract: mTOR/RAFT1/FRAP is the target of the immunosuppressive drug rapamycin and the central component of a nutrient- and hormone-sensitive signaling pathway that regulates cell growth. We report that mTOR forms a stoichiometric complex with raptor, an evolutionarily conserved protein with at least two roles in the mTOR pathway. Raptor has a positive role in nutrient-stimulated signaling to the downstream effector S6K1, maintenance of cell size, and mTOR protein expression. The association of raptor with mTOR also negatively regulates the mTOR kinase activity. Conditions that repress the pathway, such as nutrient deprivation and mitochondrial uncoupling, stabilize the mTOR-raptor association and inhibit mTOR kinase activity. We propose that raptor is a missing component of the mTOR pathway that through its association with mTOR regulates cell size in response to nutrient levels."
recpOJ1kPnEdFiBPG,CHO1996,Structure of the FKBP12-rapamycin complex interacting with the binding domain of human FRAP,Choi J; Chen J; Schreiber SL; Clardy J,1996,Science,Mechanism,X-ray crystallography (structural biology),FKBP12; Rapamycin; mTOR,D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1126/science.273.5272.239,,,False,"Rapamycin, a potent immunosuppressive agent, binds two proteins: the FK506-binding protein (FKBP12) and the FKBP-rapamycin-associated protein (FRAP). A crystal structure of the ternary complex of human FKBP12, rapamycin, and the FKBP12-rapamycin-binding (FRB) domain of human FRAP at a resolution of 2.7 angstroms revealed the two proteins bound together as a result of the ability of rapamycin to occupy two different hydrophobic binding pockets simultaneously. The structure shows extensive interactions between rapamycin and both proteins, but fewer interactions between the proteins. The structure of the FRB domain of FRAP clarifies both rapamycin-independent and -dependent effects observed for mutants of FRAP and its homologs in the family of proteins related to the ataxia-telangiectasia mutant gene product, and it illustrates how a small cell-permeable molecule can mediate protein dimerization.",The crystal structure that showed HOW rapamycin works at the atomic level: one rapamycin molecule glues two proteins together - FKBP12 and mTOR's FRB domain - by plugging into two hydrophobic pockets at once. A textbook example of a small molecule acting as 'molecular glue' to force protein dimerization.,"Structure of the FKBP12-rapamycin complex interacting with the binding domain of human FRAP
Key finding: The crystal structure that showed HOW rapamycin works at the atomic level: one rapamycin molecule glues two proteins together - FKBP12 and mTOR's FRB domain - by plugging into two hydrophobic pockets at once. A textbook example of a small molecule acting as 'molecular glue' to force protein dimerization.
Abstract: Rapamycin, a potent immunosuppressive agent, binds two proteins: the FK506-binding protein (FKBP12) and the FKBP-rapamycin-associated protein (FRAP). A crystal structure of the ternary complex of human FKBP12, rapamycin, and the FKBP12-rapamycin-binding (FRB) domain of human FRAP at a resolution of 2.7 angstroms revealed the two proteins bound together as a result of the ability of rapamycin to occupy two different hydrophobic binding pockets simultaneously. The structure shows extensive interactions between rapamycin and both proteins, but fewer interactions between the proteins. The structure of the FRB domain of FRAP clarifies both rapamycin-independent and -dependent effects observed for mutants of FRAP and its homologs in the family of proteins related to the ataxia-telangiectasia mutant gene product, and it illustrates how a small cell-permeable molecule can mediate protein dimerization."
recpRPfIFKm5foVaX,ZON2010,"mTOR: from growth signal integration to cancer, diabetes and ageing",Zoncu R; Sabatini DM et al.,2010,Nature reviews. Molecular cell biology,Review,Review,"mTOR, cancer, diabetes, ageing",D - Mechanistic/Review,Narrative Review,Yes,10.1038/nrm3025,21157483,PMC3390257,True,"In all eukaryotes, the target of rapamycin (TOR) signalling pathway couples energy and nutrient abundance to the execution of cell growth and division, owing to the ability of TOR protein kinase to simultaneously sense energy, nutrients and stress and, in metazoans, growth factors. Mammalian TOR complex 1 (mTORC1) and mTORC2 exert their actions by regulating other important kinases, such as S6 kinase (S6K) and Akt. In the past few years, a significant advance in our understanding of the regulation and functions of mTOR has revealed the crucial involvement of this signalling pathway in the onset and progression of diabetes, cancer and ageing.",Authoritative review of mTOR from growth-signal integration to disease.,"mTOR: from growth signal integration to cancer, diabetes and ageing
Key finding: Authoritative review of mTOR from growth-signal integration to disease.
Abstract: In all eukaryotes, the target of rapamycin (TOR) signalling pathway couples energy and nutrient abundance to the execution of cell growth and division, owing to the ability of TOR protein kinase to simultaneously sense energy, nutrients and stress and, in metazoans, growth factors. Mammalian TOR complex 1 (mTORC1) and mTORC2 exert their actions by regulating other important kinases, such as S6 kinase (S6K) and Akt. In the past few years, a significant advance in our understanding of the regulation and functions of mTOR has revealed the crucial involvement of this signalling pathway in the onset and progression of diabetes, cancer and ageing."
recpX2lm71qwtdwlj,PET2011,mTOR complex 1 regulates lipin 1 localization to control the SREBP pathway,Peterson TR; Sabatini DM et al.,2011,Cell,Mechanism,Mammalian cells,"mTORC1, lipin1, SREBP",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1016/j.cell.2011.06.034,21816276,PMC3336367,True,"The nutrient- and growth factor-responsive kinase mTOR complex 1 (mTORC1) regulates many processes that control growth, including protein synthesis, autophagy, and lipogenesis. Through unknown mechanisms, mTORC1 promotes the function of SREBP, a master regulator of lipo- and sterolgenic gene transcription. Here, we demonstrate that mTORC1 regulates SREBP by controlling the nuclear entry of lipin 1, a phosphatidic acid phosphatase. Dephosphorylated, nuclear, catalytically active lipin 1 promotes nuclear remodeling and mediates the effects of mTORC1 on SREBP target gene, SREBP promoter activity, and nuclear SREBP protein abundance. Inhibition of mTORC1 in the liver significantly impairs SREBP function and makes mice resistant, in a lipin 1-dependent fashion, to the hepatic steatosis and hypercholesterolemia induced by a high-fat and -cholesterol diet. These findings establish lipin 1 as a key component of the mTORC1-SREBP pathway.",mTORC1 controls lipin-1 nuclear localization to regulate SREBP and lipid synthesis.,"mTOR complex 1 regulates lipin 1 localization to control the SREBP pathway
Key finding: mTORC1 controls lipin-1 nuclear localization to regulate SREBP and lipid synthesis.
Abstract: The nutrient- and growth factor-responsive kinase mTOR complex 1 (mTORC1) regulates many processes that control growth, including protein synthesis, autophagy, and lipogenesis. Through unknown mechanisms, mTORC1 promotes the function of SREBP, a master regulator of lipo- and sterolgenic gene transcription. Here, we demonstrate that mTORC1 regulates SREBP by controlling the nuclear entry of lipin 1, a phosphatidic acid phosphatase. Dephosphorylated, nuclear, catalytically active lipin 1 promotes nuclear remodeling and mediates the effects of mTORC1 on SREBP target gene, SREBP promoter activity, and nuclear SREBP protein abundance. Inhibition of mTORC1 in the liver significantly impairs SREBP function and makes mice resistant, in a lipin 1-dependent fashion, to the hepatic steatosis and hypercholesterolemia induced by a high-fat and -cholesterol diet. These findings establish lipin 1 as a key component of the mTORC1-SREBP pathway."
recpa9njN4sKP4XD7,DEL2009,The mTOR kinase differentially regulates effector and regulatory T cell lineage commitment,Delgoffe GM; Powell JD et al.,2009,Immunity,Mechanism,Mouse (T cells),mTORC1; mTORC2; T cell differentiation,D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1016/j.immuni.2009.04.014,19538929,PMC2768135,True,"Effector T cell differentiation requires the simultaneous integration of multiple, and sometimes opposing, cytokine signals. We demonstrated mTOR's role in dictating the outcome of T cell fate. mTOR-deficient T cells displayed normal activation and IL-2 production upon initial stimulation. However, such cells failed to differentiate into T helper 1 (Th1), Th2, or Th17 effector cells. The inability to differentiate was associated with decreased STAT transcription factor activation and failure to upregulate lineage-specific transcription factors. Under normally activating conditions, T cells lacking mTOR differentiated into Foxp3(+) regulatory T cells. This was associated with hyperactive Smad3 activation in the absence of exogenous TGF-beta. Surprisingly, T cells selectively deficient in TORC1 do not divert to a regulatory T cell pathway, implicating both TORC1 and TORC2 in preventing the generation of regulatory T cells. Overall, our studies suggest that mTOR kinase signaling regulates decisions between effector and regulatory T cell lineage commitment.","T cells lacking mTOR fail to become normal effector cells and default toward regulatory T cells, showing mTOR is a master switch for immune cell fate.","The mTOR kinase differentially regulates effector and regulatory T cell lineage commitment
Key finding: T cells lacking mTOR fail to become normal effector cells and default toward regulatory T cells, showing mTOR is a master switch for immune cell fate.
Abstract: Effector T cell differentiation requires the simultaneous integration of multiple, and sometimes opposing, cytokine signals. We demonstrated mTOR's role in dictating the outcome of T cell fate. mTOR-deficient T cells displayed normal activation and IL-2 production upon initial stimulation. However, such cells failed to differentiate into T helper 1 (Th1), Th2, or Th17 effector cells. The inability to differentiate was associated with decreased STAT transcription factor activation and failure to upregulate lineage-specific transcription factors. Under normally activating conditions, T cells lacking mTOR differentiated into Foxp3(+) regulatory T cells. This was associated with hyperactive Smad3 activation in the absence of exogenous TGF-beta. Surprisingly, T cells selectively deficient in TORC1 do not divert to a regulatory T cell pathway, implicating both TORC1 and TORC2 in preventing the generation of regulatory T cells. Overall, our studies suggest that mTOR kinase signaling regulates decisions between effector and regulatory T cell lineage commitment."
recpcRNZORK5D9hYy,CHR2009,"AZD8055 is a potent, selective, and orally bioavailable ATP-competitive mammalian target of rapamycin kinase inhibitor with in vitro and in vivo antitumor activity",Chresta CM; Pass M et al.,2009,Cancer research,Mechanism,Cancer cells; xenograft,"AZD8055, mTOR kinase inhibitor",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1158/0008-5472.CAN-09-1751,,,False,"The mammalian target of rapamycin (mTOR) kinase forms two multiprotein complexes, mTORC1 and mTORC2, which regulate cell growth, cell survival, and autophagy. Allosteric inhibitors of mTORC1, such as rapamycin, have been extensively used to study tumor cell growth, proliferation, and autophagy but have shown only limited clinical utility. Here, we describe AZD8055, a novel ATP-competitive inhibitor of mTOR kinase activity, with an IC50 of 0.8 nmol/L. AZD8055 showed excellent selectivity (approximately 1,000-fold) against all class I phosphatidylinositol 3-kinase (PI3K) isoforms and other members of the PI3K-like kinase family. Furthermore, there was no significant activity against a panel of 260 kinases at concentrations up to 10 micromol/L. AZD8055 inhibits the phosphorylation of mTORC1 substrates p70S6K and 4E-BP1 as well as phosphorylation of the mTORC2 substrate AKT and downstream proteins. The rapamycin-resistant T37/46 phosphorylation sites on 4E-BP1 were fully inhibited by AZD8055, resulting in significant inhibition of cap-dependent translation. In vitro, AZD8055 potently inhibits proliferation and induces autophagy in H838 and A549 cells. In vivo, AZD8055 induces a dose-dependent pharmacodynamic effect on phosphorylated S6 and phosphorylated AKT at plasma concentrations leading to tumor growth inhibition. Notably, AZD8055 results in significant growth inhibition and/or regression in xenografts, representing a broad range of human tumor types. AZD8055 is currently in phase I clinical trials.","AZD8055, an ATP-competitive mTOR kinase inhibitor, blocks both mTORC1 and mTORC2 (rapamycin-resistant outputs).","AZD8055 is a potent, selective, and orally bioavailable ATP-competitive mammalian target of rapamycin kinase inhibitor with in vitro and in vivo antitumor activity
Key finding: AZD8055, an ATP-competitive mTOR kinase inhibitor, blocks both mTORC1 and mTORC2 (rapamycin-resistant outputs).
Abstract: The mammalian target of rapamycin (mTOR) kinase forms two multiprotein complexes, mTORC1 and mTORC2, which regulate cell growth, cell survival, and autophagy. Allosteric inhibitors of mTORC1, such as rapamycin, have been extensively used to study tumor cell growth, proliferation, and autophagy but have shown only limited clinical utility. Here, we describe AZD8055, a novel ATP-competitive inhibitor of mTOR kinase activity, with an IC50 of 0.8 nmol/L. AZD8055 showed excellent selectivity (approximately 1,000-fold) against all class I phosphatidylinositol 3-kinase (PI3K) isoforms and other members of the PI3K-like kinase family. Furthermore, there was no significant activity against a panel of 260 kinases at concentrations up to 10 micromol/L. AZD8055 inhibits the phosphorylation of mTORC1 substrates p70S6K and 4E-BP1 as well as phosphorylation of the mTORC2 substrate AKT and downstream proteins. The rapamycin-resistant T37/46 phosphorylation sites on 4E-BP1 were fully inhibited by AZD8055, resulting in significant inhibition of cap-dependent translation. In vitro, AZD8055 potently inhibits proliferation and induces autophagy in H838 and A549 cells. In vivo, AZD8055 induces a dose-dependent pharmacodynamic effect on phosphorylated S6 and phosphorylated AKT at plasma concentrations leading to tumor growth inhibition. Notably, AZD8055 results in significant growth inhibition and/or regression in xenografts, representing a broad range of human tumor types. AZD8055 is currently in phase I clinical trials."
recpxCmKtLqWpuh76,GAR2008,mTOR complex 2 (mTORC2) controls hydrophobic motif phosphorylation and activation of serum- and glucocorticoid-induced protein kinase 1 (SGK1),Garcia-Martinez JM; Alessi DR et al.,2008,The Biochemical journal,Mechanism,Mammalian cells,"mTORC2, SGK1, hydrophobic motif",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1042/BJ20081668,,,False,"SGK1 (serum- and glucocorticoid-induced protein kinase 1) is a member of the AGC (protein kinase A/protein kinase G/protein kinase C) family of protein kinases and is activated by agonists including growth factors. SGK1 regulates diverse effects of extracellular agonists by phosphorylating regulatory proteins that control cellular processes such as ion transport and growth. Like other AGC family kinases, activation of SGK1 is triggered by phosphorylation of a threonine residue within the T-loop of the kinase domain and a serine residue lying within the C-terminal hydrophobic motif (Ser(422) in SGK1). PDK1 phosphorylates the T-loop of SGK1. The identity of the hydrophobic motif kinase is unclear. Recent work has established that mTORC1 phosphorylates the hydrophobic motif of S6K, whereas mTORC2 phosphorylates the hydrophobic motif of Akt. In the present study we demonstrate that SGK1 hydrophobic motif phosphorylation and activity is ablated in knockout fibroblasts possessing mTORC1 activity, but lacking the mTORC2 subunits rictor, Sin1 or mLST8. Furthermore, phosphorylation of NDRG1, a physiological substrate of SGK1, was also abolished in rictor-, Sin1- or mLST8-deficient fibroblasts. mTORC2 immunoprecipitated from wild-type, but not from mLST8- or rictor-knockout cells, phosphorylated SGK1 at Ser(422). Consistent with mTORC1 not regulating SGK1, immunoprecipitated mTORC1 failed to phosphorylate SGK1 at Ser(422). Moreover, rapamycin treatment of HEK-293, MCF-7 or HeLa cells suppressed phosphorylation of S6K, without affecting SGK1 phosphorylation or activation. The findings indicate that mTORC2, but not mTORC1, plays a vital role in controlling the hydrophobic motif phosphorylation and activity of SGK1, and that NDRG1 phosphorylation represents an excellent biomarker for mTORC2 activity.",mTORC2 controls hydrophobic-motif phosphorylation and activity of SGK1 in addition to Akt.,"mTOR complex 2 (mTORC2) controls hydrophobic motif phosphorylation and activation of serum- and glucocorticoid-induced protein kinase 1 (SGK1)
Key finding: mTORC2 controls hydrophobic-motif phosphorylation and activity of SGK1 in addition to Akt.
Abstract: SGK1 (serum- and glucocorticoid-induced protein kinase 1) is a member of the AGC (protein kinase A/protein kinase G/protein kinase C) family of protein kinases and is activated by agonists including growth factors. SGK1 regulates diverse effects of extracellular agonists by phosphorylating regulatory proteins that control cellular processes such as ion transport and growth. Like other AGC family kinases, activation of SGK1 is triggered by phosphorylation of a threonine residue within the T-loop of the kinase domain and a serine residue lying within the C-terminal hydrophobic motif (Ser(422) in SGK1). PDK1 phosphorylates the T-loop of SGK1. The identity of the hydrophobic motif kinase is unclear. Recent work has established that mTORC1 phosphorylates the hydrophobic motif of S6K, whereas mTORC2 phosphorylates the hydrophobic motif of Akt. In the present study we demonstrate that SGK1 hydrophobic motif phosphorylation and activity is ablated in knockout fibroblasts possessing mTORC1 activity, but lacking the mTORC2 subunits rictor, Sin1 or mLST8. Furthermore, phosphorylation of NDRG1, a physiological substrate of SGK1, was also abolished in rictor-, Sin1- or mLST8-deficient fibroblasts. mTORC2 immunoprecipitated from wild-type, but not from mLST8- or rictor-knockout cells, phosphorylated SGK1 at Ser(422). Consistent with mTORC1 not regulating SGK1, immunoprecipitated mTORC1 failed to phosphorylate SGK1 at Ser(422). Moreover, rapamycin treatment of HEK-293, MCF-7 or HeLa cells suppressed phosphorylation of S6K, without affecting SGK1 phosphorylation or activation. The findings indicate that mTORC2, but not mTORC1, plays a vital role in controlling the hydrophobic motif phosphorylation and activity of SGK1, and that NDRG1 phosphorylation represents an excellent biomarker for mTORC2 activity."
recq5cLHKnQrTN9z9,PYO2013,Overexpression of Atg5 in mice activates autophagy and extends lifespan,Pyo JO; Jung YK et al.,2013,Nature Communications,Animal,Mouse (Atg5-overexpressing transgenic),Atg5; Autophagy; Longevity,C - Animal,4 - Animal Study,Yes,10.1038/ncomms3300,23939249,PMC3753544,True,"Autophagy has been implicated in the ageing process, but whether autophagy activation extends lifespan in mammals is unknown. Here we show that ubiquitous overexpression of Atg5, a protein essential for autophagosome formation, extends median lifespan of mice by 17.2%. We demonstrate that moderate overexpression of Atg5 in mice enhances autophagy, and that Atg5 transgenic mice showed anti-ageing phenotypes, including leanness, increased insulin sensitivity and improved motor function. Furthermore, mouse embryonic fibroblasts cultured from Atg5 transgenic mice are more tolerant to oxidative damage and cell death induced by oxidative stress, and this tolerance was reversible by treatment with an autophagy inhibitor. Our observations suggest that the leanness and lifespan extension in Atg5 transgenic mice may be the result of increased autophagic activity.",Mice engineered with extra copies of the autophagy gene Atg5 lived 17% longer and were leaner and more insulin-sensitive.,"Overexpression of Atg5 in mice activates autophagy and extends lifespan
Key finding: Mice engineered with extra copies of the autophagy gene Atg5 lived 17% longer and were leaner and more insulin-sensitive.
Abstract: Autophagy has been implicated in the ageing process, but whether autophagy activation extends lifespan in mammals is unknown. Here we show that ubiquitous overexpression of Atg5, a protein essential for autophagosome formation, extends median lifespan of mice by 17.2%. We demonstrate that moderate overexpression of Atg5 in mice enhances autophagy, and that Atg5 transgenic mice showed anti-ageing phenotypes, including leanness, increased insulin sensitivity and improved motor function. Furthermore, mouse embryonic fibroblasts cultured from Atg5 transgenic mice are more tolerant to oxidative damage and cell death induced by oxidative stress, and this tolerance was reversible by treatment with an autophagy inhibitor. Our observations suggest that the leanness and lifespan extension in Atg5 transgenic mice may be the result of increased autophagic activity."
recqWtQUvS1e3Wsdk,MEL2003,Autophagy genes are essential for dauer development and life-span extension in C. elegans,Melendez A; Levine B et al.,2003,Science,Animal,Caenorhabditis elegans,Autophagy; Longevity,C - Animal,4 - Animal Study,Yes,10.1126/science.1087782,,,False,"Both dauer formation (a stage of developmental arrest) and adult life-span in Caenorhabditis elegans are negatively regulated by insulin-like signaling, but little is known about cellular pathways that mediate these processes. Autophagy, through the sequestration and delivery of cargo to the lysosomes, is the major route for degrading long-lived proteins and cytoplasmic organelles in eukaryotic cells. Using nematodes with a loss-of-function mutation in the insulin-like signaling pathway, we show that bec-1, the C. elegans ortholog of the yeast and mammalian autophagy gene APG6/VPS30/beclin1, is essential for normal dauer morphogenesis and life-span extension. Dauer formation is associated with increased autophagy and also requires C. elegans orthologs of the yeast autophagy genes APG1, APG7, APG8, and AUT10. Thus, autophagy is a cellular pathway essential for dauer development and life-span extension in C. elegans.","Worms lacking the autophagy gene bec-1 lost the lifespan-extending benefit of reduced insulin-like signaling - autophagy is mechanistically required for longevity, not just correlated.","Autophagy genes are essential for dauer development and life-span extension in C. elegans
Key finding: Worms lacking the autophagy gene bec-1 lost the lifespan-extending benefit of reduced insulin-like signaling - autophagy is mechanistically required for longevity, not just correlated.
Abstract: Both dauer formation (a stage of developmental arrest) and adult life-span in Caenorhabditis elegans are negatively regulated by insulin-like signaling, but little is known about cellular pathways that mediate these processes. Autophagy, through the sequestration and delivery of cargo to the lysosomes, is the major route for degrading long-lived proteins and cytoplasmic organelles in eukaryotic cells. Using nematodes with a loss-of-function mutation in the insulin-like signaling pathway, we show that bec-1, the C. elegans ortholog of the yeast and mammalian autophagy gene APG6/VPS30/beclin1, is essential for normal dauer morphogenesis and life-span extension. Dauer formation is associated with increased autophagy and also requires C. elegans orthologs of the yeast autophagy genes APG1, APG7, APG8, and AUT10. Thus, autophagy is a cellular pathway essential for dauer development and life-span extension in C. elegans."
recqpJAnMEvzpBleO,PRI1992,Rapamycin-induced inhibition of the 70-kilodalton S6 protein kinase,Price DJ; Bierer BE et al.,1992,Science,Mechanism,Mammalian cells; in vitro,"Rapamycin, p70 S6K",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1126/science.1380182,,,False,"The immunosuppressant rapamycin inhibited proliferation of the H4IIEC hepatoma cell line. Rapamycin, but not its structural analog FK506, also inhibited the basal and insulin-stimulated activity of the p70 ribosomal protein S6 kinase. By contrast, insulin stimulation of the p85 Rsk S6 kinase and mitogen-activated protein (MAP) kinase activity were unaffected by drug. Rapamycin treatment of COS cells transfected with recombinant p70 S6 kinase completely inhibited the appearance of the hyperphosphorylated form of p70 S6 kinase concomitant with the inhibition of enzyme activity toward 40S subunits. Thus, rapamycin inhibits a signal transduction element that is necessary for the activation of p70 S6 kinase and mitogenesis but unnecessary for activation of p85 Rsk S6 kinase or MAP kinase.","Rapamycin induces dephosphorylation/inactivation of the 70 kDa S6 kinase, defining an early readout of TOR signalling.","Rapamycin-induced inhibition of the 70-kilodalton S6 protein kinase
Key finding: Rapamycin induces dephosphorylation/inactivation of the 70 kDa S6 kinase, defining an early readout of TOR signalling.
Abstract: The immunosuppressant rapamycin inhibited proliferation of the H4IIEC hepatoma cell line. Rapamycin, but not its structural analog FK506, also inhibited the basal and insulin-stimulated activity of the p70 ribosomal protein S6 kinase. By contrast, insulin stimulation of the p85 Rsk S6 kinase and mitogen-activated protein (MAP) kinase activity were unaffected by drug. Rapamycin treatment of COS cells transfected with recombinant p70 S6 kinase completely inhibited the appearance of the hyperphosphorylated form of p70 S6 kinase concomitant with the inhibition of enzyme activity toward 40S subunits. Thus, rapamycin inhibits a signal transduction element that is necessary for the activation of p70 S6 kinase and mitogenesis but unnecessary for activation of p85 Rsk S6 kinase or MAP kinase."
recqujqUW0cltHFnN,MEN2014,Spatial control of the TSC complex integrates insulin and nutrient regulation of mTORC1 at the lysosome,Menon S; Manning BD et al.,2014,Cell,Mechanism,Mammalian cells,"TSC complex, Rheb, lysosome",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1016/j.cell.2013.11.049,24529379,PMC4030681,True,"mTORC1 promotes cell growth in response to nutrients and growth factors. Insulin activates mTORC1 through the PI3K-Akt pathway, which inhibits the TSC1-TSC2-TBC1D7 complex (the TSC complex) to turn on Rheb, an essential activator of mTORC1. However, the mechanistic basis of how this pathway integrates with nutrient-sensing pathways is unknown. We demonstrate that insulin stimulates acute dissociation of the TSC complex from the lysosomal surface, where subpopulations of Rheb and mTORC1 reside. The TSC complex associates with the lysosome in a Rheb-dependent manner, and its dissociation in response to insulin requires Akt-mediated TSC2 phosphorylation. Loss of the PTEN tumor suppressor results in constitutive activation of mTORC1 through the Akt-dependent dissociation of the TSC complex from the lysosome. These findings provide a unifying mechanism by which independent pathways affecting the spatial recruitment of mTORC1 and the TSC complex to Rheb at the lysosomal surface serve to integrate diverse growth signals.",Spatial control of the TSC complex integrates insulin and nutrient inputs at the lysosome.,"Spatial control of the TSC complex integrates insulin and nutrient regulation of mTORC1 at the lysosome
Key finding: Spatial control of the TSC complex integrates insulin and nutrient inputs at the lysosome.
Abstract: mTORC1 promotes cell growth in response to nutrients and growth factors. Insulin activates mTORC1 through the PI3K-Akt pathway, which inhibits the TSC1-TSC2-TBC1D7 complex (the TSC complex) to turn on Rheb, an essential activator of mTORC1. However, the mechanistic basis of how this pathway integrates with nutrient-sensing pathways is unknown. We demonstrate that insulin stimulates acute dissociation of the TSC complex from the lysosomal surface, where subpopulations of Rheb and mTORC1 reside. The TSC complex associates with the lysosome in a Rheb-dependent manner, and its dissociation in response to insulin requires Akt-mediated TSC2 phosphorylation. Loss of the PTEN tumor suppressor results in constitutive activation of mTORC1 through the Akt-dependent dissociation of the TSC complex from the lysosome. These findings provide a unifying mechanism by which independent pathways affecting the spatial recruitment of mTORC1 and the TSC complex to Rheb at the lysosomal surface serve to integrate diverse growth signals."
